Name	Num_Transcripts
ENSG00000227125	1
ENSG00000237612	1
ENSG00000231698	2
NTM	23
ENSG00000237654	3
ENSG00000285980	3
NTM-AS1	2
ENSG00000238117	1
ENSG00000224700	1
NTM-IT	1
OPCML	8
OPCML-IT2	1
OPCML-IT1	1
ENSG00000287068	1
LINC02743	1
SPATA19	2
IGSF9B	7
LINC02730	6
LINC02731	11
ENSG00000254648	1
JAM3	8
NCAPD3	29
ENSG00000255348	1
VPS26B	7
THYN1	8
ACAD8	17
GLB1L3	8
ENSG00000289399	1
GLB1L2	5
B3GAT1	5
B3GAT1-DT	7
ENSG00000254573	1
ENSG00000286374	1
ENSG00000254989	1
ENSG00000285640	1
LINC02706	6
LINC02714	1
ENSG00000287251	1
LINC02697	1
LINC02717	2
LINC02684	2
FAM138D	2
IQSEC3	5
ENSG00000256948	1
ENSG00000249695	2
ENSG00000256694	1
ENSG00000256540	2
SLC6A12	17
ENSG00000255671	1
SLC6A12-AS1	1
SLC6A13	12
ENSG00000255746	1
ENSG00000261799	1
KDM5A	11
CCDC77	12
B4GALNT3	7
NINJ2	6
ENSG00000256020	1
ENSG00000255825	1
NINJ2-AS1	7
LINC02455	1
WNK1	21
ENSG00000285704	1
RAD52	19
ENSG00000250132	4
ERC1	33
ENSG00000249028	1
ENSG00000267285	1
LINC00942	1
WNT5B	10
FBXL14	2
ADIPOR2	7
ENSG00000285627	1
CACNA2D4	26
ENSG00000287698	1
LRTM2	12
ENSG00000256706	1
LINC00940	1
DCP1B	7
CACNA1C	51
ENSG00000203593	1
CACNA1C-IT1	1
ENSG00000278255	1
CACNA1C-AS4	2
CACNA1C-IT3	1
ENSG00000285555	1
ENSG00000285734	1
CACNA1C-AS3	1
CACNA1C-AS2	1
CACNA1C-AS1	3
ENSG00000256150	2
LINC02371	3
FKBP4	8
ITFG2-AS1	3
ENSG00000258092	1
ITFG2	18
ENSG00000288984	1
NRIP2	3
TEX52	1
FOXM1	10
RHNO1	10
TULP3	8
ENSG00000278356	1
TEAD4	8
ENSG00000250899	1
TSPAN9	9
TSPAN9-IT1	1
ENSG00000275850	1
ENSG00000287712	1
LINC02827	2
LINC02417	1
PRMT8	4
ENSG00000256691	1
THCAT155	3
CRACR2A	6
ENSG00000283138	2
PARP11	8
PARP11-AS1	7
ENSG00000288729	2
ENSG00000256969	4
ENSG00000289105	1
CCND2-AS1	7
CCND2	8
ENSG00000285901	2
TIGAR	4
FGF23	2
FGF6	3
C12orf4	9
RAD51AP1	14
DYRK4	17
ENSG00000272921	1
AKAP3	6
ENSG00000256381	1
NDUFA9	9
ENSG00000255639	3
GAU1	1
GALNT8	5
ENSG00000256988	3
KCNA6	1
ENSG00000255608	1
ENSG00000286866	1
ENSG00000287835	1
ENSG00000256654	20
KCNA1	4
ENSG00000284513	1
KCNA5	1
ENSG00000285523	1
LINC02443	15
ENSG00000256417	2
ENSG00000256146	1
ENSG00000256218	1
ENSG00000255983	1
NTF3	6
ANO2	12
VWF	9
ENSG00000255775	1
CD9	25
PLEKHG6	10
TNFRSF1A	16
SCNN1A	23
LTBR	15
ENSG00000256433	2
CD27-AS1	17
CD27	2
TAPBPL	8
VAMP1	8
ENSG00000276718	1
MRPL51	7
NCAPD2	13
ENSG00000276232	1
GAPDH-DT	1
GAPDH	11
ENSG00000269968	1
IFFO1	10
ENSG00000245667	1
NOP2	23
ENSG00000285238	2
CHD4	54
ENSG00000247853	1
LPAR5	3
ACRBP	9
ING4	18
ENSG00000219410	2
ZNF384	17
ENSG00000289303	1
PIANP	6
ENSG00000270068	1
ENSG00000288814	1
COPS7A	22
ENSG00000269892	1
MLF2	10
PTMS	4
LAG3	4
CD4	12
GPR162	7
P3H3	11
GNB3	10
CDCA3	12
USP5	7
TPI1	10
SPSB2	5
LRRC23	15
ENSG00000275703	1
ENO2	14
ATN1	4
C12orf57	7
ENSG00000272173	1
PTPN6	23
MIR200CHG	1
ENSG00000271969	1
PHB2	20
EMG1	6
LPCAT3	13
C1S	20
C1R	16
C1RL	12
C1RL-AS1	5
RBP5	5
ENSG00000256967	2
CLSTN3	16
ENSG00000285770	1
ENSG00000255572	2
PEX5	21
ACSM4	2
CD163L1	10
CD163	11
APOBEC1	2
GDF3	1
DPPA3	1
CLEC4C	6
NANOGNB	2
NANOG	4
SLC2A14	21
ENSG00000287713	1
SLC2A3	11
ENSG00000288043	1
ENSG00000282080	1
FOXJ2	3
C3AR1	2
NECAP1	27
ENSG00000284697	2
CLEC4A	5
ENSG00000284393	1
ZNF705A	4
FAM66C	13
ENSG00000276417	1
ENSG00000275367	1
FAM90A1	3
LINC02449	4
ENSG00000286895	1
ENSG00000286504	1
LINC00937	7
ENSG00000256101	2
ENSG00000288954	1
CLEC6A	1
CLEC4D	2
CLEC4E	6
ENSG00000255801	4
AICDA	9
MFAP5	15
ENSG00000255829	2
RIMKLB	13
A2ML1-AS1	1
ENSG00000249790	5
A2ML1-AS2	1
A2ML1	9
ENSG00000282022	1
PHC1	14
M6PR	13
KLRG1	7
ENSG00000257105	1
LINC00612	2
A2M-AS1	4
A2M	13
PZP	7
LINC00987	2
ENSG00000256427	1
ENSG00000286911	1
LINC02367	11
ENSG00000287577	1
ENSG00000284634	6
KLRB1	1
ENSG00000272917	1
ENSG00000256442	3
ENSG00000257027	1
CLEC2D	16
LINC02390	1
CD69	4
KLRF1	8
CLEC2B	4
ENSG00000255882	1
KLRF2	1
CLEC2A	2
LINC02470	5
CLEC12A-AS1	1
CLEC12A	7
CLEC1B	4
CLEC12B	5
ENSG00000256803	1
CLEC9A	3
CLEC1A	5
CLEC7A	13
OLR1	11
TMEM52B	6
GABARAPL1	19
GABARAPL1-AS1	1
KLRD1	11
LINC02617	1
LINC02598	1
KLRK1-AS1	6
KLRK1	5
KLRC4-KLRK1	13
KLRC4	1
ENSG00000255641	1
KLRC3	2
KLRC2	5
KLRC1	7
EIF2S3B	2
LINC02446	2
MAGOHB	11
STYK1	6
YBX3	18
LINC02366	11
TAS2R7	1
TAS2R8	1
TAS2R9	1
PRH1	10
TAS2R10	1
PRR4	8
ENSG00000275778	2
TAS2R13	1
PRH2	2
TAS2R14	2
TAS2R50	1
TAS2R20	1
TAS2R19	1
TAS2R31	1
TAS2R46	1
TAS2R43	1
TAS2R30	1
ENSG00000256712	1
SMIM10L1	1
TAS2R42	1
ENSG00000275119	1
PRB3	3
PRB4	3
PRB1	3
PRB2	3
ENSG00000255790	5
ENSG00000256237	1
LINC01252	5
ETV6	5
BCL2L14	14
LRP6	7
MANSC1	4
LOH12CR2	1
BORCS5	4
DUSP16	6
ENSG00000255670	1
CREBL2	2
ENSG00000275963	1
GPR19	6
ENSG00000257004	1
CDKN1B	9
ENSG00000256658	1
APOLD1	5
DDX47	12
GPRC5A	6
GPRC5D-AS1	10
GPRC5D	2
ENSG00000256011	1
HEBP1	5
ENSG00000255621	1
FAM234B	6
GSG1	10
EMP1	12
ENSG00000286869	1
LINC01559	5
GRIN2B	10
ENSG00000256306	2
ENSG00000277935	1
ENSG00000287928	1
ENSG00000256084	1
ATF7IP	24
PLBD1	4
ENSG00000255649	2
PLBD1-AS1	3
GUCY2C	2
ENSG00000214772	1
ENSG00000261324	1
H4-16	6
H2AJ	3
WBP11	5
C12orf60	5
SMCO3	1
ENSG00000286107	1
ART4	4
ENSG00000256339	1
MGP	4
ERP27	3
ARHGDIB	9
PDE6H	1
LINC01489	1
RERG	9
RERG-IT1	1
RERG-AS1	1
PTPRO	26
EPS8	27
ENSG00000255565	1
STRAP	6
DERA	10
SLC15A5	1
MGST1	19
ENSG00000286303	1
LMO3	34
ENSG00000256564	1
ENSG00000283240	1
ENSG00000255871	1
ENSG00000287455	2
ENSG00000285724	3
ENSG00000256389	7
LINC02378	4
RERGL	5
PIK3C2G	8
PLCZ1	20
ENSG00000255648	1
CAPZA3	1
PLEKHA5	16
ENSG00000253284	1
AEBP2	9
ENSG00000287074	1
ENSG00000255910	5
LINC02398	1
ENSG00000287075	2
LINC02468	7
PDE3A-AS1	1
PDE3A	3
SLCO1C1	9
SLCO1B3	5
SLCO1B3-SLCO1B7	2
ENSG00000257062	5
SLCO1B1	1
SLCO1A2	17
IAPP	5
PYROXD1	9
RECQL	8
GOLT1B	10
SPX	8
GYS2	1
ENSG00000285854	2
LDHB	11
ENSG00000256615	1
ENSG00000255644	1
KCNJ8	5
ABCC9	20
ENSG00000257022	1
ENSG00000275567	1
CMAS	5
ST8SIA1	15
ENSG00000274624	1
ENSG00000256714	1
ENSG00000250166	5
C2CD5	18
ENSG00000256973	1
ETNK1-DT	1
ETNK1	12
ENSG00000256995	16
ENSG00000256923	1
ENSG00000256321	1
ENSG00000115934	1
SOX5	21
ENSG00000256473	1
SOX5-AS1	18
LINC00477	1
ENSG00000255745	8
BCAT1	10
ENSG00000256482	1
ENSG00000255921	1
LINC02909	3
IRAG2	21
ENSG00000258449	1
ENSG00000276842	1
DNAI7	15
ETFRF1	10
KRAS	14
ENSG00000274987	1
ENSG00000275197	1
ENSG00000278743	1
LMNTD1	11
ENSG00000257009	2
ENSG00000256686	1
ENSG00000256440	1
ENSG00000256256	1
RASSF8-AS1	20
RASSF8	18
BHLHE41	3
SSPN	8
ENSG00000256894	2
ENSG00000286752	1
ENSG00000256234	1
ENSG00000255750	4
ENSG00000278095	1
ENSG00000255858	1
ENSG00000288532	1
ENSG00000255968	1
ITPR2	10
ENSG00000256185	1
ENSG00000234428	1
INTS13	9
FGFR1OP2	6
TM7SF3	19
ENSG00000247903	1
MED21	7
ENSG00000275764	1
C12orf71	1
ENSG00000256226	2
STK38L	13
ARNTL2	9
ARNTL2-AS1	1
ENSG00000288971	1
SMCO2	6
PPFIBP1	18
ENSG00000248100	1
MRPS35-DT	4
REP15	1
ENSG00000276261	1
ENSG00000256504	1
MRPS35	5
MANSC4	1
ENSG00000256747	1
KLHL42	5
ENSG00000256512	1
PTHLH	9
ENSG00000257042	1
CCDC91	22
ENSG00000247934	2
ENSG00000278733	1
ENSG00000273989	1
ENSG00000256513	1
ENSG00000257258	2
FAR2	25
ENSG00000275278	1
ENSG00000275476	1
ENSG00000257176	3
ENSG00000274315	1
ENSG00000273680	1
ERGIC2	11
OVCH1-AS1	4
OVCH1	3
TMTC1	9
ENSG00000257456	1
ENSG00000286566	1
ENSG00000257262	1
LINC02386	7
ENSG00000257932	1
IPO8	11
ENSG00000285870	1
CAPRIN2	44
ENSG00000246331	1
LINC00941	1
ENSG00000285517	13
TSPAN11	4
DDX11-AS1	5
DDX11	30
ENSG00000275097	1
SINHCAF	9
FLJ13224	1
LINC02387	1
DENND5B	7
ENSG00000275769	1
DENND5B-AS1	2
AK4P3	2
ETFBKMT	6
AMN1	12
ENSG00000276900	1
H3-5	1
LINC02422	7
RESF1	8
ENSG00000276136	1
BICD1-AS1	1
BICD1	10
ENSG00000277342	1
ENSG00000274964	1
ENSG00000276115	1
FGD4	20
DNM1L	30
ENSG00000276148	1
YARS2	3
ENSG00000274105	1
ENSG00000275854	1
ENSG00000286950	1
PKP2	7
ENSG00000274976	1
ENSG00000257435	1
SYT10	3
ENSG00000259937	1
ENSG00000273853	1
ENSG00000245482	1
ALG10	4
ENSG00000256538	2
ENSG00000255628	1
ENSG00000255652	5
ENSG00000287442	1
ALG10B	4
ENSG00000258119	2
CPNE8	9
CPNE8-AS1	1
LINC02406	4
KIF21A	14
ENSG00000286576	1
ABCD2	1
ENSG00000285732	1
C12orf40	3
SLC2A13	4
LINC02555	1
LINC02471	5
LRRK2-DT	2
LRRK2	21
ENSG00000289310	1
ENSG00000258167	1
CNTN1	11
ENSG00000274682	1
PDZRN4	5
ENSG00000257228	2
LINC02400	7
ENSG00000257239	1
ENSG00000286591	2
GXYLT1	2
YAF2	19
PPHLN1	26
ZCRB1	12
ENSG00000274943	1
PRICKLE1	21
ENSG00000257225	1
ENSG00000258068	2
LINC02402	2
LINC02451	2
LINC02450	7
ENSG00000257849	1
ENSG00000257373	1
LINC02461	1
ADAMTS20	3
PUS7L	8
IRAK4	18
TWF1	11
TMEM117	8
ENSG00000257947	1
ENSG00000275286	1
ENSG00000286671	1
NELL2	20
DBX2	1
DBX2-AS1	1
ENSG00000287386	1
ANO6	14
ENSG00000278351	1
ENSG00000257657	2
ENSG00000273015	1
ENSG00000289229	1
ARID2	9
ENSG00000278475	1
SCAF11	15
ENSG00000289046	1
SLC38A1	11
ENSG00000274591	1
SLC38A2	14
SLC38A2-AS1	1
ENSG00000257261	10
ENSG00000257496	2
ENSG00000275481	1
ENSG00000272369	1
SLC38A4	5
ENSG00000274723	1
AMIGO2	3
PCED1B	6
PCED1B-AS1	29
ENSG00000257925	1
ENSG00000258181	2
ENSG00000276454	1
LINC02416	1
LINC02156	13
RPAP3	7
ENSG00000276390	1
RPAP3-DT	20
ENDOU	4
ENSG00000274902	1
RAPGEF3	20
SLC48A1	9
ENSG00000277173	1
HDAC7	30
ENSG00000268069	1
ENSG00000276691	1
ENSG00000274737	1
LINC02354	5
VDR	8
ENSG00000205537	1
ENSG00000278385	1
TMEM106C	22
COL2A1	9
ENSG00000258203	2
ENSG00000257985	1
ENSG00000257955	1
ENSG00000276814	1
SENP1	10
PFKM	32
ASB8	18
ENSG00000274124	1
CCDC184	1
ENSG00000269514	3
OR10AD1	1
ENSG00000258234	1
ENSG00000275228	1
H1-7	1
ZNF641	10
ENSG00000257735	1
ENSG00000273765	1
ANP32D	1
C12orf54	5
ENSG00000258121	1
OR8S1	1
OR5BS1P	1
LALBA	2
KANSL2	15
CCNT1	6
TEX49	2
ENSG00000257653	1
ADCY6	9
ADCY6-DT	2
CACNB3	24
DDX23	18
RND1	6
ENSG00000272822	2
CCDC65	5
FKBP11	13
ARF3	10
WNT10B	6
WNT1	1
DDN	1
ENSG00000258283	1
DDN-AS1	6
PRKAG1	20
ENSG00000288710	2
KMT2D	35
RHEBL1	4
DHH	1
ENSG00000257346	2
LMBR1L	30
TUBA1B	8
ENSG00000258017	10
TUBA1A	10
TUBA1C	9
ENSG00000258101	1
ENSG00000258232	1
TROAP-AS1	1
PRPH	7
TROAP	16
C1QL4	1
DNAJC22	5
SPATS2	23
ENSG00000287537	1
KCNH3	5
MCRS1	16
PRPF40B	16
ENSG00000257964	1
FAM186B	5
FMNL3	7
TMBIM6	28
NCKAP5L	5
BCDIN3D-AS1	5
BCDIN3D	2
ENSG00000257253	1
FAIM2	7
LINC02395	60
LINC02396	5
AQP2	3
AQP5-AS1	3
ENSG00000257378	1
AQP5	2
AQP6	5
RACGAP1	28
ASIC1	9
SMARCD1	12
GPD1	7
COX14	4
ENSG00000272368	2
CERS5	28
LIMA1	16
ENSG00000257298	1
ENSG00000257256	1
FAM186A	4
LARP4	18
DIP2B	5
ATF1	5
TMPRSS12	2
METTL7A	5
ENSG00000289695	1
ENSG00000274156	1
HIGD1C	3
ENSG00000274797	1
SLC11A2	33
LETMD1	38
CSRNP2	8
TFCP2	6
POU6F1	11
ENSG00000278126	1
DAZAP2	15
SMAGP	8
BIN2	10
CELA1	1
GALNT6	19
SLC4A8	18
SLC4A8-AS1	1
SCN8A	18
ENSG00000260122	1
TMDD1	1
ENSG00000260473	2
ENSG00000261586	1
FIGNL2	1
FIGNL2-DT	1
ANKRD33	8
ACVRL1	8
ACVR1B	7
TAMALIN	8
NR4A1	22
NR4A1AS	2
ATG101	7
ENSG00000257663	1
SMIM41	1
ENSG00000257989	1
LINC00592	15
KRT80	3
LINC02874	6
KRT7	13
KRT7-AS	1
KRT86	3
ENSG00000257830	1
KRT81	1
ENSG00000287051	1
ENSG00000257829	1
KRT83	1
KRT85	3
KRT84	1
ENSG00000258253	1
KRT82	1
ENSG00000257500	1
KRT75	1
KRT6B	1
KRT6C	2
KRT6A	5
KRT5	11
KRT71	1
KRT74	3
KRT72	5
KRT73-AS1	3
KRT73	3
KRT2	2
KRT1	2
KRT77	3
ENSG00000257700	1
KRT76	1
KRT3	1
KRT4	5
KRT79	3
KRT78	5
KRT8	18
KRT18	7
EIF4B	14
ENSG00000257475	1
ENSG00000257337	28
TNS2	20
SPRYD3	6
IGFBP6	5
SOAT2	3
CSAD	19
ENSG00000257808	1
ZNF740	4
ITGB7	14
RARG	18
ENSG00000283536	1
MFSD5	5
ESPL1	8
PFDN5	27
ENSG00000288663	6
MYG1-AS1	1
MYG1	10
AAAS	22
SP7	4
SP1	4
AMHR2	7
PRR13	13
ENSG00000257379	1
PCBP2	26
PCBP2-OT1	1
MAP3K12	11
ENSG00000270175	1
TARBP2	20
NPFF	2
ATF7-NPFF	1
ATF7	12
ENSG00000257550	1
ENSG00000285692	1
ATP5MC2	9
CALCOCO1	22
ENSG00000286069	4
CISTR	4
ENSG00000260030	1
HOXC13-AS	1
HOXC13	1
HOXC12	1
HOTAIR	5
HOXC11	2
HOXC-AS3	4
HOXC10	5
ENSG00000273049	1
HOXC6	4
HOXC-AS2	2
HOXC9	3
HOXC-AS1	2
HOXC8	1
HOXC4	3
ENSG00000273046	1
ENSG00000260597	1
HOXC5	1
FLJ12825	2
ENSG00000249388	8
FAM242C	4
SMUG1	26
LINC02381	5
ENSG00000260470	1
ENSG00000257534	1
ENSG00000248576	1
CBX5	6
SCAT2	1
ENSG00000258344	1
ENSG00000289154	1
HNRNPA1	84
NFE2	5
COPZ1	18
ENSG00000258137	3
ENSG00000258086	1
GPR84	2
ZNF385A	15
ITGA5	13
LINC01154	1
GTSF1	9
NCKAP1L	8
ENSG00000257824	1
PDE1B	9
PPP1R1A	4
LACRT	4
DCD	3
ENSG00000257634	1
MUCL1	5
TESPA1	14
ENSG00000257870	1
NEUROD4	1
OR9K2	4
OR10A7	1
OR6C74	1
OR6C6	1
OR6C1	2
OR6C3	2
OR6C75	3
OR6C65	1
OR6C76	1
ENSG00000258763	4
OR6C2	2
OR6C70	1
OR6C68	1
OR6C4	3
OR2AP1	1
OR10P1	1
ENSG00000258921	1
METTL7B	1
ITGA7	27
ENSG00000258311	4
BLOC1S1	6
RDH5	11
CD63	16
CD63-AS1	1
GDF11	2
SARNP	6
ENSG00000257390	5
ENSG00000257509	1
ORMDL2	5
DNAJC14	5
MMP19	9
PYM1	7
DGKA	49
ENSG00000273973	1
PMEL	19
CDK2	12
ENSG00000258554	1
RAB5B	11
SUOX	17
IKZF4	13
ENSG00000273890	1
ENSG00000257449	1
RPS26	4
ERBB3	33
ENSG00000257411	1
PA2G4	7
ENSG00000257553	1
RPL41	6
ESYT1	10
ZC3H10	5
ENSG00000258345	1
ENSG00000258317	2
MYL6B-AS1	1
MYL6B	15
MYL6	21
SMARCC2	15
ENSG00000258199	1
RNF41	12
NABP2	6
SLC39A5	11
ANKRD52	8
COQ10A	10
ENSG00000258260	1
CS	33
ENSG00000144785	3
CNPY2-AS1	3
ENSG00000257740	1
CNPY2	12
PAN2	21
IL23A	3
STAT2	24
APOF	1
ENSG00000276272	1
TIMELESS	5
MIP	4
ENSG00000285528	1
SPRYD4	1
GLS2	17
RBMS2	9
BAZ2A	17
ATP5F1B	11
PTGES3	7
NACA	26
ENSG00000285625	1
PRIM1	9
HSD17B6	10
SDR9C7	1
RDH16	2
ENSG00000287715	1
GPR182	3
ZBTB39	1
TAC3	10
MYO1A	9
NEMP1	4
NAB2	5
STAT6	25
LRP1	12
LRP1-AS	2
NXPH4	3
ENSG00000276727	1
SHMT2	35
NDUFA4L2	7
STAC3	7
ENSG00000258830	1
R3HDM2	15
R3HDM2-DT	1
INHBC	1
INHBE	4
ENSG00000287200	1
GLI1	8
ARHGAP9	24
MARS1	35
DDIT3	6
ENSG00000285133	1
MBD6	14
DCTN2	33
KIF5A	32
PIP4K2C	8
DTX3	9
ARHGEF25	7
ENSG00000224713	4
ENSG00000287908	2
B4GALNT1	16
OS9	23
ENSG00000257342	1
AGAP2	4
AGAP2-AS1	1
TSPAN31	14
CDK4	15
MARCHF9	3
CYP27B1	7
METTL1	8
EEF1AKMT3	5
ENSG00000257921	4
TSFM	12
AVIL	10
ENSG00000270039	1
ENSG00000269903	1
CTDSP2	8
ENSG00000257953	1
ENSG00000245651	11
ENSG00000273805	1
ATP23	5
GIHCG	14
LINC02403	1
ENSG00000258231	4
LINC02388	6
LRIG3	9
LRIG3-DT	2
ENSG00000286351	3
ENSG00000286279	3
ENSG00000258214	1
LINC02448	1
SLC16A7	16
ENSG00000257294	1
ENSG00000287014	1
ENSG00000286402	1
TAFA2	16
ENSG00000257880	1
USP15	19
MON2	14
ENSG00000257568	1
LINC01465	1
MIRLET7IHG	1
ENSG00000275180	1
PPM1H	5
ENSG00000257235	1
AVPR1A	2
ENSG00000258117	1
DPY19L2	9
ENSG00000249753	1
RXYLT1	14
RXYLT1-AS1	2
SRGAP1	8
ENSG00000256571	1
ENSG00000255886	1
ENSG00000287618	1
ENSG00000255817	1
ENSG00000255629	1
KICS2	5
C12orf56	7
XPOT	6
ENSG00000277895	1
TBK1	71
ENSG00000288665	1
RASSF3	6
ENSG00000256199	1
RASSF3-DT	1
ENSG00000225195	1
ENSG00000256314	1
GNS	9
TBC1D30	8
ENSG00000288591	1
ENSG00000286682	1
LINC02389	14
LINC02231	1
ENSG00000198671	1
WIF1	3
ENSG00000289319	1
LEMD3	6
ENSG00000276853	1
MSRB3	17
ENSG00000250280	1
ENSG00000250748	10
ENSG00000255866	2
LINC02454	4
ENSG00000256915	3
HMGA2	11
ENSG00000277945	1
HMGA2-AS1	4
ENSG00000256083	1
LINC02425	1
LLPH	2
ENSG00000228144	1
LLPH-DT	1
TMBIM4	12
IRAK3	3
ENSG00000256072	1
HELB	6
GRIP1	19
ENSG00000257083	6
CAND1	8
ENSG00000286563	1
LINC02420	1
LINC02408	3
LINC02442	2
DYRK2	6
ENSG00000235872	1
LINC02421	1
LINC01479	2
IFNG-AS1	4
IFNG	1
IL26	1
IL22	2
MDM1	16
LINC02384	12
ENSG00000256273	1
ENSG00000273824	1
ENSG00000289173	1
RAP1B	33
NUP107-DT	4
NUP107	13
SLC35E3	7
ENSG00000289595	1
MDM2	36
ENSG00000256325	1
ENSG00000257181	1
CPM	13
ENSG00000258140	2
CPSF6	8
ENSG00000274979	1
LYZ	3
ENSG00000257764	1
YEATS4	5
LINC02373	1
FRS2	11
CCT2	14
LRRC10	1
BEST3	12
ENSG00000247131	3
RAB3IP	18
ENSG00000258052	1
MYRFL	5
PRANCR	28
ENSG00000257241	1
LINC02821	1
ENSG00000287132	1
CNOT2	42
ENSG00000289283	1
KCNMB4	2
ENSG00000258168	10
PTPRB	11
ENSG00000277247	1
PTPRR	11
ENSG00000257265	1
ENSG00000257454	1
ENSG00000258053	1
TSPAN8	7
LGR5	6
ENSG00000277223	1
ENSG00000288530	1
ENSG00000257761	1
ZFC3H1	12
THAP2	4
ENSG00000258064	1
TMEM19	6
ENSG00000257515	1
RAB21	4
ENSG00000257410	1
TBC1D15	17
TPH2	6
ENSG00000258115	1
TRHDE	7
TRHDE-AS1	24
ENSG00000258235	1
ENSG00000258294	4
LINC02444	1
ENSG00000257682	1
LINC02445	2
LINC02882	19
ENSG00000257587	1
LINC02394	2
ENSG00000257183	1
ATXN7L3B	1
ENSG00000257386	1
ENSG00000257434	3
KCNC2	10
CAPS2-AS1	3
CAPS2	14
ENSG00000273987	1
GLIPR1L1	4
GLIPR1L2	4
GLIPR1	4
ENSG00000257497	1
KRR1	5
ENSG00000258077	2
ENSG00000286259	1
ENSG00000258088	1
ENSG00000257329	1
PHLDA1	3
PHLDA1-AS1	1
PHLDA1-DT	1
NAP1L1	26
LNCOG	2
BBS10	1
OSBPL8	18
ENSG00000257526	1
ENSG00000287030	1
ZDHHC17	16
CSRP2	7
ENSG00000257910	1
E2F7	7
ENSG00000286476	1
LINC02464	1
NAV3	16
ENSG00000257835	1
ENSG00000289040	1
ENSG00000258066	1
ENSG00000258225	1
LINC02424	1
ENSG00000258084	7
ENSG00000257879	1
ENSG00000257165	2
ENSG00000257948	4
SYT1	12
ENSG00000257191	1
ENSG00000257894	3
ENSG00000257474	3
PAWR	11
PPP1R12A-AS2	1
PPP1R12A	23
ENSG00000277130	1
ENSG00000258044	1
PPP1R12A-AS1	1
OTOGL	8
PTPRQ	10
ENSG00000257429	1
MYF6	1
MYF5	1
LINC01490	11
LIN7A	4
ACSS3	10
ENSG00000258026	2
PPFIA2	28
PPFIA2-AS1	11
ENSG00000258162	8
LINC02426	2
CCDC59	7
METTL25	11
ENSG00000258170	1
ENSG00000257837	1
ENSG00000257431	1
ENSG00000286043	1
TMTC2	5
ENSG00000258338	1
ENSG00000288941	1
ENSG00000257124	1
ENSG00000289309	2
ENSG00000285191	1
ENSG00000257729	3
SLC6A15	45
ENSG00000289218	1
TSPAN19	8
LRRIQ1	8
ALX1	1
LINC02820	1
RASSF9	1
NTS	3
MGAT4C	11
ENSG00000258178	1
ENSG00000258185	1
ENSG00000289369	1
LINC02258	1
ENSG00000257940	1
C12orf50	5
C12orf29	10
CEP290	34
TMTC3	4
ENSG00000289384	1
KITLG	6
ENSG00000281333	2
ENSG00000278011	1
ENSG00000289174	2
LINC02458	3
DUSP6	5
ENSG00000274021	1
ENSG00000286608	1
ENSG00000271327	1
ENSG00000271259	1
POC1B	14
POC1B-GALNT4	2
GALNT4	1
POC1B-AS1	2
ENSG00000258302	1
ATP2B1	11
ATP2B1-AS1	1
ENSG00000258216	4
LINC02399	1
ENSG00000257194	1
LINC02392	6
LINC02822	12
ENSG00000257995	1
ENSG00000288102	1
ENSG00000257787	3
CCER1	3
LINC00615	1
EPYC	3
KERA	1
LUM	3
DCN	20
ENSG00000289605	1
LINC02823	7
ENSG00000286049	1
ENSG00000277738	1
ENSG00000258125	1
LINC02404	2
ENSG00000257863	1
LINC01619	13
ENSG00000286907	3
ENSG00000287714	1
BTG1	3
BTG1-DT	20
LINC02391	1
CLLU1-AS1	1
CLLU1	5
ENSG00000266923	1
LINC02397	2
PLEKHG7	5
EEA1	5
LINC02413	2
ENSG00000257322	6
ENSG00000257746	4
LINC02412	5
ENSG00000257252	3
NUDT4	7
UBE2N	6
MRPL42	10
SOCS2-AS1	6
SOCS2	12
CRADD	12
ENSG00000258274	2
ENSG00000258303	1
ENSG00000257283	1
ENSG00000271382	1
PLXNC1	11
ENSG00000258035	4
ENSG00000287237	1
ENSG00000258172	1
ENSG00000258365	2
CEP83	13
CEP83-DT	1
ENSG00000257400	1
TMCC3	4
NDUFA12	13
NR2C1	19
FGD6	7
VEZT	40
ENSG00000289437	1
ENSG00000289476	1
ENSG00000289510	1
ENSG00000258313	1
METAP2	11
USP44	8
NTN4	8
SNRPF-DT	4
LINC02410	1
SNRPF	5
CCDC38	8
AMDHD1	4
HAL	11
ENSG00000257878	3
LTA4H	10
ENSG00000257715	1
LINC02452	1
ELK3	6
ENSG00000258177	1
ENSG00000287454	3
CDK17	12
ENSG00000258272	1
CFAP54	9
NEDD1	13
ENSG00000258131	1
ENSG00000257470	3
ENSG00000286434	1
LINC02409	1
RMST	39
ENSG00000258312	1
ENSG00000286056	1
LINC02453	2
TMPO-AS1	2
TMPO	13
SLC25A3	16
IKBIP	3
APAF1	13
ANKS1B	35
ENSG00000257458	1
ENSG00000258039	1
FAM71C	1
ENSG00000287675	1
UHRF1BP1L	10
UHRF1BP1L-DT	1
ACTR6	13
DEPDC4	10
SCYL2	11
SLC17A8	4
NR1H4	11
GAS2L3	9
ANO4	9
ENSG00000257325	1
ENSG00000258007	1
SLC5A8	1
UTP20	4
ARL1	11
ENSG00000257543	1
SPIC	1
MYBPC1	24
ENSG00000257514	2
ENSG00000274560	1
CHPT1	10
SYCP3	5
GNPTAB	11
DRAM1	7
ENSG00000257202	1
ENSG00000258308	3
WASHC3	13
ENSG00000257222	1
NUP37	9
PARPBP	12
PMCH	1
HELLPAR	1
LINC02456	1
IGF1	7
